Coord X,Coord Y,Month,Day,Hour,Duration,Incident
573874.8,6276598.5,1,0,19,54.0,8
562602.0,6275084.0,1,0,19,61.0,16
575176.0,6279093.0,1,0,19,61.0,9
557561.0,6272916.0,1,0,19,116.0,1
586517.0,6301185.0,1,0,19,180.0,2
576751.5,6278652.0,1,0,19,84.0,14
576214.0,6271955.0,1,0,20,50.0,37
577003.0,6285258.0,1,0,20,100.0,1
578125.44,6276316.5,1,0,20,48.0,42
570841.0,6274922.0,1,0,20,45.0,19
589443.0,6278434.0,1,0,21,32.0,8
580024.0,6276726.0,1,0,21,38.0,24
576183.75,6279879.0,1,0,22,89.0,1
574002.1,6276898.5,1,0,23,64.0,1
519631.6,6250075.0,1,0,23,164.0,42
588920.0,6258370.0,1,0,23,116.0,1
551276.25,6270194.5,1,1,0,107.0,1
573596.5,6280574.0,1,1,0,68.0,6
574002.1,6276898.5,1,1,0,61.0,12
547020.7,6258916.0,1,1,0,128.0,4
501497.28,6191911.5,1,1,0,146.0,14
581499.0,6307604.0,1,1,0,187.0,30
579365.0,6269251.0,1,1,0,68.0,1
575251.0,6287765.0,1,1,0,87.0,1
503938.12,6190814.5,1,1,0,160.0,1
574106.0,6282588.0,1,1,0,73.0,1
573547.0,6292737.0,1,1,1,103.0,1
569707.9,6277027.0,1,1,1,57.0,1
565189.0,6270012.0,1,1,1,93.0,8
564191.0,6270705.0,1,1,1,50.0,8
570757.2,6276211.0,1,1,2,61.0,12
576100.0,6251410.0,1,1,2,20.0,19
545663.0,6272141.0,1,1,2,142.0,3
576066.0,6251374.0,1,1,2,80.0,19
573694.0,6286296.0,1,1,2,80.0,1
575898.0,6251248.0,1,1,2,20.0,19
565024.0,6280722.0,1,1,3,68.0,12
502874.0,6191078.5,1,1,3,148.0,1
575992.0,6282546.0,1,1,4,64.0,1
573989.0,6287060.0,1,1,4,93.0,19
571801.0,6281512.0,1,1,4,68.0,1
575847.0,6283646.0,1,1,4,87.0,6
574715.0,6282098.0,1,1,6,61.0,13
572576.0,6287879.0,1,1,7,123.0,21
562030.0,6298749.0,1,1,7,121.0,13
572719.0,6281304.5,1,1,7,61.0,2
571652.0,6274135.0,1,1,7,77.0,17
620102.0,6262358.0,1,1,8,66.0,14
574623.0,6284635.0,1,1,8,59.0,10
570147.6,6279364.0,1,1,8,57.0,4
571682.0,6267750.0,1,1,8,109.0,3
535179.0,6221960.0,1,1,8,217.0,43
551452.94,6292080.5,1,1,8,119.0,1
569593.0,6291053.0,1,1,8,121.0,1
574871.25,6280153.5,1,1,8,130.0,3
575312.0,6273396.0,1,1,8,93.0,1
577163.2,6278034.5,1,1,8,112.0,29
566037.0,6276928.0,1,1,8,107.0,1
565673.0,6279843.0,1,1,9,89.0,1
575049.0,6274195.0,1,1,9,87.0,10
571109.5,6279569.5,1,1,9,43.0,4
568688.0,6285049.0,1,1,9,84.0,25
565086.0,6275053.0,1,1,9,91.0,1
574423.2,6279575.5,1,1,9,36.0,23
564437.0,6279454.0,1,1,9,80.0,26
572628.8,6280060.5,1,1,9,50.0,1
587872.0,6301141.0,1,1,9,148.0,4
575471.25,6281388.5,1,1,9,114.0,2
573679.5,6278701.0,1,1,10,96.0,1
567965.0,6299624.0,1,1,11,153.0,1
555489.0,6274139.0,1,1,11,45.0,6
578410.0,6285003.0,1,1,11,66.0,1
559811.0,6252007.0,1,1,11,174.0,8
507098.4,6248713.0,1,1,11,151.0,1
579591.5,6307797.5,1,1,11,57.0,8
517947.12,6226902.0,1,1,11,66.0,4
564805.0,6270666.0,1,1,12,45.0,2
564712.0,6273118.0,1,1,12,75.0,25
582437.0,6288674.0,1,1,12,153.0,2
571532.2,6278084.0,1,1,12,84.0,1
585146.0,6302516.0,1,1,12,114.0,8
573844.7,6280221.0,1,1,12,87.0,1
570621.25,6276419.5,1,1,12,48.0,31
578567.0,6305639.0,1,1,12,103.0,8
582508.0,6273747.0,1,1,13,75.0,3
619220.0,6262890.0,1,1,13,50.0,1
570088.0,6296670.0,1,1,13,98.0,18
577204.9,6280177.0,1,1,13,61.0,4
575782.06,6278593.5,1,1,13,41.0,46
562522.1,6275318.5,1,1,13,93.0,4
580776.0,6287944.0,1,1,13,43.0,3
586271.0,6303585.0,1,1,13,64.0,13
572338.44,6277833.5,1,1,14,48.0,10
573787.6,6279590.5,1,1,14,119.0,20
578269.0,6281794.0,1,1,14,135.0,1
507918.03,6205621.5,1,1,14,125.0,53
575515.06,6280107.5,1,1,14,66.0,1
575906.0,6282626.0,1,1,14,84.0,18
576248.0,6282075.0,1,1,14,103.0,3
568804.0,6283682.0,1,1,14,64.0,46
570779.0,6282328.0,1,1,14,103.0,13
573323.0,6283154.0,1,1,14,114.0,4
575853.0,6281748.0,1,1,14,68.0,2
572978.7,6277402.0,1,1,15,38.0,12
579212.0,6280886.0,1,1,15,87.0,3
502637.38,6190919.0,1,1,15,158.0,13
575507.0,6281734.0,1,1,16,77.0,1
573096.75,6286286.5,1,1,16,105.0,13
503223.9,6191044.5,1,1,16,169.0,9
574801.0,6275792.0,1,1,16,59.0,6
572647.9,6277315.5,1,1,16,84.0,1
524318.8,6256377.5,1,1,16,112.0,3
571551.0,6274844.0,1,1,16,59.0,35
570731.8,6276297.0,1,1,16,105.0,3
557036.0,6290612.0,1,1,16,132.0,1
592962.0,6285239.0,1,1,17,164.0,44
574399.0,6297578.0,1,1,17,71.0,2
564752.0,6264775.0,1,1,17,36.0,3
574299.0,6279330.0,1,1,17,61.0,46
574530.56,6280126.0,1,1,17,64.0,3
574435.56,6276394.5,1,1,17,71.0,1
566391.5,6274333.0,1,1,18,89.0,3
572845.75,6280506.5,1,1,18,41.0,2
506698.38,6221200.5,1,1,18,116.0,25
568674.0,6275831.0,1,1,18,32.0,2
573122.0,6287098.0,1,1,18,89.0,4
569643.0,6282540.0,1,1,18,54.0,1
616707.0,6259857.0,1,1,19,57.0,30
576282.5,6278177.5,1,1,19,77.0,1
574801.0,6275792.0,1,1,19,48.0,6
562256.44,6297060.0,1,1,19,139.0,1
525204.2,6256295.0,1,1,19,38.0,6
573817.6,6282848.5,1,1,19,114.0,4
572706.1,6280036.0,1,1,19,103.0,1
553471.0,6270027.0,1,1,20,64.0,40
575616.8,6279724.5,1,1,20,80.0,1
573326.25,6278045.5,1,1,20,87.0,1
575631.0,6283810.0,1,1,20,109.0,47
602439.0,6261592.0,1,1,20,116.0,2
507918.03,6205621.5,1,1,20,114.0,7
576899.9,6280681.0,1,1,21,59.0,49
565952.0,6278335.0,1,1,21,34.0,1
569679.0,6284889.0,1,1,21,73.0,1
573678.0,6276617.0,1,1,21,71.0,31
573765.0,6284185.0,1,1,21,66.0,51
619143.0,6262177.0,1,1,21,93.0,9
576715.0,6280984.0,1,1,22,109.0,1
579226.0,6272578.0,1,1,23,50.0,2
574270.7,6280262.5,1,1,23,16.0,5
563212.0,6268212.0,1,2,0,36.0,49
591116.0,6290625.0,1,2,0,96.0,9
544296.0,6235935.0,1,2,0,144.0,1
572223.2,6275789.0,1,2,0,43.0,33
570420.0,6274894.0,1,2,0,82.0,27
574077.4,6276948.0,1,2,0,59.0,1
556000.0,6235895.0,1,2,0,162.0,6
513452.0,6226377.0,1,2,0,57.0,4
522898.44,6231900.0,1,2,1,128.0,1
570968.0,6273773.0,1,2,1,75.0,1
501102.88,6223382.0,1,2,1,82.0,1
569766.0,6268859.0,1,2,2,43.0,18
568989.7,6280034.5,1,2,2,96.0,1
570777.0,6288837.0,1,2,2,73.0,1
577746.0,6273847.0,1,2,2,20.0,52
573790.6,6279458.0,1,2,2,45.0,23
573606.5,6279042.0,1,2,3,96.0,6
557416.0,6244058.0,1,2,3,91.0,1
576743.25,6280070.5,1,2,3,61.0,14
573742.0,6281755.0,1,2,3,48.0,1
507676.84,6204586.0,1,2,4,123.0,1
576534.5,6280033.5,1,2,4,54.0,12
577462.75,6275267.5,1,2,4,57.0,17
570142.0,6283166.0,1,2,4,75.0,3
577159.5,6279484.5,1,2,5,64.0,12
523476.34,6216357.0,1,2,5,109.0,13
547020.7,6258916.0,1,2,6,52.0,4
572512.44,6278988.5,1,2,6,52.0,1
577268.6,6280376.5,1,2,6,71.0,33
575418.0,6278132.5,1,2,6,80.0,1
572794.0,6282072.0,1,2,6,66.0,1
576246.9,6279681.0,1,2,7,66.0,12
555621.0,6259442.0,1,2,7,144.0,1
568703.0,6285438.0,1,2,8,89.0,1
569654.0,6280304.0,1,2,8,77.0,17
572558.25,6280339.0,1,2,8,57.0,46
581820.0,6282052.0,1,2,8,84.0,1
579358.6,6273589.5,1,2,8,45.0,15
574999.0,6276031.0,1,2,8,73.0,7
564776.0,6280306.0,1,2,8,116.0,1
591991.0,6285121.0,1,2,8,89.0,1
555664.0,6246032.0,1,2,8,100.0,27
556145.0,6247161.0,1,2,8,91.0,50
575898.0,6251248.0,1,2,9,100.0,3
576091.0,6285940.0,1,2,9,121.0,14
561307.0,6275918.0,1,2,9,87.0,13
575176.2,6272657.5,1,2,9,109.0,1
574624.0,6283223.0,1,2,10,68.0,1
579373.0,6309908.0,1,2,10,125.0,15
576250.5,6279674.5,1,2,10,25.0,12
575434.7,6280495.0,1,2,10,36.0,28
574970.44,6278037.0,1,2,10,89.0,1
574365.0,6247742.0,1,2,10,132.0,2
573190.6,6280510.0,1,2,10,73.0,6
576091.0,6281792.0,1,2,10,38.0,34
555919.0,6260577.0,1,2,10,50.0,4
572338.44,6277833.5,1,2,10,57.0,6
573891.8,6280128.5,1,2,10,61.0,3
575164.94,6281124.0,1,2,10,77.0,1
574986.06,6279756.0,1,2,10,25.0,46
578638.0,6265092.0,1,2,11,73.0,1
576762.0,6272984.0,1,2,11,137.0,21
579711.0,6272644.0,1,2,11,87.0,20
525976.56,6225706.0,1,2,11,50.0,4
565445.0,6280460.0,1,2,11,116.0,1
570474.9,6280417.5,1,2,11,73.0,1
501449.6,6224167.5,1,2,11,91.0,4
575249.7,6279635.0,1,2,11,64.0,1
564752.0,6264775.0,1,2,11,27.0,9
553259.0,6270178.0,1,2,12,34.0,1
574569.0,6280393.0,1,2,12,84.0,3
573323.0,6283154.0,1,2,12,57.0,46
545265.0,6236369.0,1,2,12,151.0,1
575164.94,6281124.0,1,2,12,96.0,1
516113.22,6242728.5,1,2,12,105.0,24
587745.06,6300821.0,1,2,12,109.0,4
561630.0,6262103.0,1,2,12,107.0,8
568648.4,6279060.0,1,2,12,57.0,1
510686.0,6223150.0,1,2,12,41.0,14
556313.0,6235649.0,1,2,12,162.0,3
514229.47,6226102.0,1,2,12,68.0,15
577287.94,6276305.0,1,2,13,89.0,9
544326.0,6235665.0,1,2,13,151.0,4
571470.0,6272064.0,1,2,13,80.0,2
570557.0,6305973.0,1,2,13,22.0,46
572168.0,6276043.0,1,2,13,96.0,1
574141.4,6277558.5,1,2,13,71.0,1
570146.0,6289723.0,1,2,13,75.0,1
570420.0,6274894.0,1,2,13,57.0,1
569373.0,6295756.0,1,2,14,96.0,2
576688.0,6276366.0,1,2,14,82.0,1
564692.0,6271111.0,1,2,14,75.0,3
576058.4,6273180.0,1,2,14,91.0,7
576818.9,6278078.0,1,2,14,91.0,1
565329.0,6264860.0,1,2,14,135.0,25
554411.0,6242033.0,1,2,14,82.0,3
556326.0,6246459.0,1,2,14,123.0,1
576312.0,6283054.0,1,2,14,91.0,34
579907.0,6277262.0,1,2,14,103.0,2
569113.4,6277940.5,1,2,14,75.0,3
582088.0,6273340.0,1,2,15,98.0,1
572920.0,6280836.0,1,2,15,80.0,4
597788.2,6250552.5,1,2,15,123.0,3
543350.0,6294286.0,1,2,15,27.0,18
510667.03,6226956.0,1,2,15,71.0,37
566527.0,6282366.0,1,2,15,105.0,4
563699.0,6278442.0,1,2,16,75.0,15
576708.0,6251160.0,1,2,16,116.0,27
578068.2,6276899.5,1,2,16,41.0,6
576139.94,6279104.0,1,2,16,50.0,6
570339.1,6277283.5,1,2,16,43.0,5
576063.2,6277664.0,1,2,16,59.0,10
563945.0,6265802.0,1,2,16,80.0,7
548395.0,6243045.0,1,2,16,183.0,2
560589.0,6263015.0,1,2,16,130.0,2
586226.0,6292216.0,1,2,16,73.0,4
571818.0,6272869.0,1,2,16,89.0,3
566588.0,6271801.0,1,2,16,125.0,5
578949.0,6249705.0,1,2,16,41.0,40
591127.0,6290530.0,1,2,16,89.0,1
557399.0,6289546.0,1,2,16,57.0,3
575466.0,6242809.0,1,2,16,146.0,1
569371.0,6269076.0,1,2,16,45.0,34
580180.25,6287742.0,1,2,16,45.0,41
580659.0,6276890.5,1,2,16,50.0,4
571601.8,6276509.5,1,2,17,71.0,7
573636.0,6281640.0,1,2,18,84.0,1
573174.56,6280602.5,1,2,18,38.0,9
570038.0,6263070.0,1,2,18,105.0,51
571053.75,6289756.0,1,2,18,77.0,1
503968.34,6222508.0,1,2,18,38.0,6
552136.0,6269434.0,1,2,18,107.0,16
571182.56,6275679.5,1,2,19,61.0,1
548937.0,6252120.0,1,2,19,84.0,1
576254.7,6278373.0,1,2,19,59.0,8
573704.0,6289116.0,1,2,19,64.0,2
562899.0,6267922.0,1,2,19,93.0,42
573174.0,6289355.0,1,2,19,98.0,42
562271.0,6275632.0,1,2,19,68.0,5
569979.0,6268126.0,1,2,19,71.0,4
514225.44,6228591.5,1,2,20,48.0,40
566962.0,6273887.0,1,2,20,68.0,4
574724.0,6256270.0,1,2,20,114.0,1
578932.0,6286289.0,1,2,20,103.0,1
547066.0,6258760.0,1,2,20,130.0,1
570427.2,6280756.5,1,2,20,50.0,25
572795.25,6280119.5,1,2,21,43.0,1
573619.0,6292353.0,1,2,21,100.0,1
534364.6,6222224.5,1,2,21,96.0,13
619352.0,6262580.0,1,2,22,114.0,1
579147.0,6270001.0,1,2,23,27.0,1
574510.0,6278909.0,1,2,23,36.0,6
579627.0,6290163.0,1,2,23,82.0,1
573323.0,6283154.0,1,2,23,45.0,4
573199.0,6260160.0,1,3,0,103.0,8
576715.0,6280984.0,1,3,0,59.0,8
557270.0,6294586.0,1,3,0,128.0,1
573112.0,6286154.0,1,3,0,57.0,16
574298.0,6283769.0,1,3,1,64.0,1
574760.0,6284772.0,1,3,1,103.0,1
566145.0,6272873.0,1,3,1,80.0,48
514202.0,6225911.0,1,3,1,27.0,6
575320.56,6280072.0,1,3,1,48.0,26
571031.25,6276231.0,1,3,1,52.0,3
547844.0,6258911.0,1,3,1,139.0,16
571105.0,6275031.0,1,3,1,38.0,3
581507.0,6270803.0,1,3,2,48.0,21
551331.0,6226783.0,1,3,2,235.0,1
618475.0,6263420.0,1,3,3,112.0,1
564481.0,6279904.0,1,3,3,52.0,12
563965.0,6278078.0,1,3,3,68.0,8
548446.0,6270100.0,1,3,3,123.0,1
574667.2,6280395.0,1,3,3,38.0,28
572888.0,6287217.0,1,3,3,59.0,1
566205.0,6271267.0,1,3,4,48.0,3
568557.1,6279549.5,1,3,4,64.0,1
574613.25,6279655.5,1,3,4,20.0,5
564659.0,6265291.0,1,3,4,50.0,34
564222.0,6263292.0,1,3,4,57.0,14
565636.0,6276080.0,1,3,7,80.0,1
519753.0,6226254.0,1,3,7,43.0,2
571785.44,6278575.0,1,3,7,52.0,1
578150.0,6282219.0,1,3,8,82.0,2
557223.0,6263103.0,1,3,8,146.0,1
619180.0,6262337.0,1,3,8,119.0,1
576708.0,6251339.0,1,3,8,93.0,4
510839.9,6232745.5,1,3,8,80.0,3
576154.0,6273119.0,1,3,8,71.0,1
572669.8,6279851.5,1,3,8,112.0,1
568422.0,6283428.0,1,3,8,57.0,1
575471.25,6281388.5,1,3,8,77.0,1
572167.0,6308536.0,1,3,8,96.0,2
566588.0,6271801.0,1,3,9,119.0,26
574988.0,6282097.0,1,3,9,490.0,21
606167.7,6270151.5,1,3,9,203.0,2
514503.06,6225511.5,1,3,9,71.0,1
573887.4,6280601.5,1,3,9,68.0,6
575460.0,6275359.0,1,3,9,38.0,55
543215.0,6266118.0,1,3,10,139.0,8
574336.56,6278639.0,1,3,10,22.0,18
565063.0,6275890.0,1,3,10,52.0,43
566062.0,6301362.0,1,3,10,52.0,52
576989.4,6276591.0,1,3,10,77.0,4
547045.94,6231363.0,1,3,10,180.0,8
574603.3,6280278.5,1,3,10,91.0,5
554542.0,6245432.0,1,3,10,93.0,1
573292.6,6281075.5,1,3,10,57.0,46
576433.5,6279294.0,1,3,11,66.0,1
571713.0,6288114.0,1,3,11,66.0,1
514605.7,6226086.5,1,3,11,61.0,5
571531.6,6277684.0,1,3,11,38.0,1
571036.0,6277318.0,1,3,11,73.0,17
572136.9,6278641.5,1,3,11,96.0,1
578076.0,6271339.0,1,3,11,32.0,32
574000.0,6284702.0,1,3,11,52.0,52
565725.0,6263271.0,1,3,12,105.0,1
578645.0,6287257.0,1,3,12,66.0,1
572154.25,6277671.5,1,3,12,71.0,5
557561.0,6272916.0,1,3,12,103.0,7
576554.0,6282215.0,1,3,12,137.0,1
577327.0,6311794.0,1,3,12,45.0,6
574360.0,6283593.0,1,3,12,64.0,7
575249.7,6279635.0,1,3,12,57.0,1
547603.0,6251705.0,1,3,12,98.0,21
577465.9,6279216.0,1,3,12,29.0,6
581090.0,6274697.0,1,3,12,89.0,4
518760.94,6255082.5,1,3,12,169.0,1
596083.0,6256606.0,1,3,12,164.0,1
582030.0,6264785.0,1,3,12,91.0,1
531602.9,6229289.0,1,3,12,93.0,20
570200.0,6286111.0,1,3,13,59.0,7
588310.0,6242694.0,1,3,13,144.0,4
565183.0,6264944.0,1,3,13,45.0,7
564183.0,6279879.0,1,3,13,59.0,21
568424.0,6269424.0,1,3,13,61.0,5
574224.5,6280417.5,1,3,13,61.0,1
562306.0,6292536.0,1,3,13,142.0,13
566428.0,6272893.0,1,3,13,77.0,1
596004.0,6256503.0,1,3,13,87.0,6
570197.44,6275801.5,1,3,14,52.0,9
565551.1,6279848.5,1,3,14,61.0,9
573231.5,6292173.5,1,3,14,66.0,5
510667.03,6226956.0,1,3,14,98.0,4
